id	string
1801056	u,Ой-ой! Вы не успели достать карту… Умение карты надо использовать вовремя. Очень жаль, но мне придется удалиться.\0
1801057	u,Я научу Вас играть в Игру Джека! У Вас будет 3 попытки.\0
1801058	u,Приступим! Достаньте любую карту! Умение карты заключено в маске.\0
1801059	u,Если наши карты совпадут, Вы выиграете.\0
1801060	u,Если Вы достанете карту, отличную от моей, то Вы проиграете.\0
1801061	u,Это тренировка, поэтому призов и конфет не ждите.\0
1801062	u,Очень жаль... Давайте попробуем еще раз.\0
1801063	u,Постарайтесь достать карту в нужное время. Используйте умение карты до того, как шкала над моей головой исчезнет!\0
1801064	u,Умение карты заключено в Маске Джека О'Рентона. Используйте ее.\0
1801065	u,Если наши карты совпадут, то Вы выиграли, если не совпадут, то Вы проиграли. Еще раз.\0
1801066	u,Вы снова не достали карту? Попробуем сыграть в другой раз. А на сегодня хватит.\0
1801067	u,Ну что, освоили Игру Джека? Я только обучаю, а в настоящую игру Вы можете сыграть с Ульди и моей старшей сестрой Верданди. До свидания!\0
1801068	u,Ха-ха-ха!\0
1801069	u,Куда смотришь?\0
1801070	u,Я здесь!\0
1801071	u,Концентрированная атака с близкого расстояния мешает Валакасу сосредоточиться!\\nПродолжайте атаковать, чтобы не упустить инициативу!\0
1801072	u,Кто-то из воинов пробил толстую чешую Валакаса и нанес ему серьезную рану!\\nЗащита Валакаса значительно понижена!\0
1801073	u,Из-за концентрированной атаки с близкого расстояния гнев Валакаса слабеет, Валакас начинает терять координацию!\0
1801074	u,Концентрированная атака с дальнего расстояния приводит Валакаса в ярость!\\nДальнейшая атака может привести к серьезным осложнениям!\0
1801075	u,Несмелая контратака доводит Валакаса до бешенства!\\nСила атаки Валакаса значительно повышена!\0
1801076	u,Валакас, разъяренный атакой с дальнего расстояния, сконцентрировался на цели и решительно идет в бой!\0
1801077	u,Слушайте, Ящеры Тантаар! Я вернулся! Не бойтесь, ибо с нами Югор, провидец Черной Бездны!\0
1801078	u,Подойдите сюда, $s1! Посмотрим, есть ли у Вас достойная жертва для подношения Черной Бездне!\0
1801079	u,Вы оказались сильным противником! Но у меня есть зелье, дарованное мне Черной Бездной! Посмотрим еще...\0
1801080	u,У-ха-ха! Как жжет во рту! Сила Черной Бездны вернула меня к жизни!\0
1801081	u,Нет! Вы же испортили Росток Бездны... Вы хоть представляете, как безрассудно Вы поступили?!\0
1801082	u,Такого дохляка и в жертву-то не принесешь… Черная Бездна не обрадуется такому подношению!\0
1801083	u,Слушайте, Ящеры Тантаар! Черная Бездна голодна! Найдите и принесите свежую жертву!\0
1801084	u,А… Мое поражение… Черная Бездна, прими меня...\0
1801085	u,Защита нарушена! Вторжение!\0
1801086	u,Начало 1-го этапа!\0
1801087	u,Начало 2-го этапа!\0
1801088	u,Начало 3-го этапа!\0
1801089	u,Начало 4-го этапа!\0
1801090	u,Время до следующего боя\0
1801091	u,Дикий зверь съел корм, но не проявляет никакой реакции. Видимо, он был уже сыт.\0
1801092	u,Дикий зверь не стал есть корм.\0
1801093	u,Дикие звери не станут есть корм, они нападут на Вас!\0
1801094	u,Недостаточно Золотой Специи, $s1 покидает Вас.\0
1801095	u,Недостаточно Кристальной Специи, $s1 покидает Вас.\0
1801096	u,Да защитят Вас боги, $s1!\0
1801097	u,Фрея начинает двигаться.\0
1801098	u,Упасть… В таком… таком ужасном месте...\0
1801099	u,Наконец-то я могу перевести дух. Вы… Я догадываюсь, кто Вас прислал, тем не менее...\0
1801100	u,$s1-Помощник\0
1801101	u,$s1-Бегун\0
1801102	u,$s1-Защитник\0
1801103	u,$s1-Охотник\0
1801104	u,$s1-Хищник\0
1801105	u,$s1-Берсерк\0
1801106	u,Горная Кукабарра\0
1801107	u,Горный Кугуар\0
1801108	u,Горный Буйвол\0
1801109	u,Горный Грендель\0
1801110	u,Время окончания битвы\0
1801111	u,Я чувствую сильное влияние магии!\0
1801112	u,Как вы посмели атаковать моих воинов!\0
1801113	u,Кто здесь нарушает порядок!!!\0
1801114	u,Офицер повержен!\0
1801115	u,Сомкнуть ряды!!\0
1801116	u,Я принес вам пищу.\0
1801117	u,Быстрее принимайтесь за еду.\0
1801118	u,Как аппетитно выглядит!\0
1801119	u,Пойдемте кушать.\0
1801120	u,Стража! Уничтожьте захватчиков.\0
1801121	u,Мои рыцари! Докажите свою преданность.\0
1801122	u,Терпеть уже невозможно.\0
1801123	u,Стража! Откликнитесь на мой призыв.\0
1801124	u,Пространство начинает изгибаться.\0
1801125	u,Я больше не могу просто смотреть на это.\0
1801126	u,Такракхан собирается с силами и атакует.\0
1801127	u,Такракхан ослабевает из-за силы Кокракона.\0
1801128	u,Вокруг чувствуется сила Кокракона.\0
1801129	u,Такракхан собирается спрятаться.\0
1801130	u,Такракхан с ревом проваливается в пустоту.\0
1801131	u,Торумба начинает двигаться.\0
1801132	u,Чувствуется, как реагирует прочная кожа Торумбы.\0
1801133	u,На прочной коже Торумбы остаются следы.\0
1801134	u,Из глаз Торумбы исходит холодный блеск.\0
1801135	u,Левая нога Торумбы повреждена.\0
1801136	u,Правая нога Торумбы повреждена.\0
1801137	u,Левая рука Торумбы повреждена.\0
1801138	u,Правая рука Торумбы повреждена.\0
1801139	u,На прочной коже Торумбы появилась глубокая рана.\0
1801140	u,Пропадает блеск в глазах Торумбы.\0
1801141	u,Торумба готовиться к исчезновению.\0
1801142	u,Торумба исчезает в своем пространстве.\0
1801143	u,Торумба готовиться к исчезновению в искривленном пространстве.\0
1801144	u,Допаген начинает двигаться.\0
1801145	u,Энергия Рептиликона концентрируется.\0
1801146	u,Допаген почувствовал опасность и собирается спрятаться.\0
1801147	u,Допаген готовиться к исчезновению.\0
1801148	u,Допаген исчезает в искривленном пространстве.\0
1801149	u,Магвен!\0
1801150	u,Плазма Магвена - Бистакон полностью собран.\0
1801151	u,Плазма Магвена - Кокракон полностью собран.\0
1801152	u,Плазма Магвена - Рептиликон полностью собран.\0
1801153	u,Плазма, собранная в устройстве, гармонично сплавляется.\0
1801154	u,Устройство для сбора заполнено, но из-за столкновения плазм она взорвалась и исчезла.\0
1801155	u,Удивительно! Персонаж $s1 собрал целых 100 осколков камней душ. Это просто надувательство.\0
1801156	u,Хм? Послушайте, $s1 хоть что-то дал? Думаю, одну штуку вы бы не пожалели. Ха-ха.\0
1801157	u,Персонаж $s1 вытащил двойной $s2. Какое везение! Отлично!\0
1801158	u,Это ведь лучше, чем потерять все? Или нет? Или это испортит вам настроение?\0
1801159	u,Уфф! Персонаж $s1 такой невезучий. Советую помолиться Удаче.\0
1801160	u,А…Все пропало…Ну что за... Проклятье...$s1, возьми это и отстань!\0
1801161	u,Все грандиозное начинается с мелочей! Вот, возьмите это.\0
1801162	u,Этого достаточно? Или нет? Как бы то ни было, не надо расстраиваться.\0
1801163	u,Хм… Кто следующий? Жизнь - это игра! Что вам еще надо от жизни? Заходите!\0
1801164	u,Больше нет желающих? Не бойтесь… Никто вас не тронет! Ха-ха!\0
1801165	u,Некоторые игроки по десять тысяч забирали! Честно! Кто говорит, что воин должен проявлять себя только на поле битвы? Надо быть умелым во всем!\0
1801166	u,И… Кто этот счастливчик? Это вы? Ха-ха! Подходить или нет - это ваше дело.\0
1801167	u,Даже на поле кровавой битвы есть место азарту и везению. К тому же здесь безопасно.\0
1801168	u,Кхок!\0
1801169	u,Долго еще?\0
1801170	u,Вы не верите Эрмиану? Даже мне с трудом верится, что я выжил здесь.\0
1801171	u,Видимо, из-за вас я потерял счет времени… Время идет слишком медленно… Все кажется таким долгим.\0
1801172	u,Извините, что говорю вам это… Но у меня сильно болит то место, куда вы ударили\0
1801173	u,Ой… Извините… Видимо, мой путь здесь заканчивается… А я так хотел повидаться с семьей.\0
1801174	u,Где? Я не вижу\0
1801175	u,Где же... Как я могу держать такой темп?\0
1801176	u,Извините… Видимо, это конец моего пути.\0
1801177	u,Неужели я выжил и встретился с Эрмианом… Надеюсь, теперь я смогу увидеть родных.\0
1801178	u,Что это за ощущение... Ко мне вернулись силы!\0
1801179	u,Я становлюсь легче... Это чувство! Оно так хорошо мне знакомо!\0
1801180	u,Хорошо!..\0
1801181	u,Ах! Эта странная энергия исчезает!\0
1801182	u,Я стала легкой, как пушинка!\0
1801183	u,Ой! Даже не ожидала, что усталость так быстро пройдет. $s1 большое Вам спасибо!\0
1801184	u,Силы так быстро восстановились! Вы случайно не профессиональный массажист, $s1?\0
1801185	u,Великолепно. Вы оставите след в истории массажа, $s1.\0
1801186	u,Ого! Это просто великолепное средство!\0
1801187	u,Как разгорелся аппетит...\0
1801188	u,Спасибо! В следующий раз погрызем ребрышки вместе.\0
1801189	u,От этой силы можно потерять сознание!!!\0
1801190	u,Вы преподносите это как подарок, а для меня это всего лишь еще одна проблема...\0
1801191	u,Не знаю, как надо реагировать на такое. Неужели это проявление чувств?\0
1801192	u,Я уже давно забыл такую вещь, как благодарность...\0
1801193	u,Это чувство… Кажется, когда-то я уже испытывал такое...\0
1801194	u,Я Снежная Королева Фрея… Эти эмоции - всего лишь часть воспоминаний Мелисы.\0
1801195	u,$s1… Возьмите этот подарок. Не подумайте ничего такого... Всего лишь маленькое изменение... \0
1801196	u,Благородство - это не такая уж плохая вещь… $s1, возьмите это за вашу доброту.\0
1801197	u,Осталось $s1 $s2 $s3 минут!\0
11001	u,Путь на Первобытный Остров\0
11002	u,Путь на Первобытный Остров (в процессе)\0
11003	u,Путь на Первобытный Остров (завершено)\0
11101	u,Испытание охотников племени Элроки\0
11102	u,Испытание охотников племени Элроки (в процессе)\0
11103	u,Испытание охотников племени Элроки (завершено)\0
12401	u,Встреча с племенем Элроки\0
12402	u,Встреча с племенем Элроки (в процессе)\0
12403	u,Встреча с племенем Элроки (завершено)\0
12501	u,Имя Зла - 1\0
12502	u,Имя Зла - 1 (в процессе)\0
12503	u,Имя Зла - 1 (завершено)\0
12601	u,Имя Зла - 2\0
12602	u,Имя Зла - 2 (в процессе)\0
12603	u,Имя Зла - 2 (завершено)\0
51001	u,Репутация клана\0
51002	u,Репутация клана (в процессе)\0
64101	u,Битва с Сэйлреном\0
64102	u,Битва с Сэйлреном (в процессе)\0
64201	u,Охота на динозавров\0
64202	u,Охота на динозавров (в процессе)\0
64301	u,Расцвет и упадок племени Элроки\0
64302	u,Расцвет и упадок племени Элроки (в процессе)\0
66201	u,Игра в карты\0
66202	u,Игра в карты (в процессе)\0
66301	u,Обольщающий шепот\0
66302	u,Обольщающий шепот (в процессе)\0
68801	u,Облава на налетчиков Элроки!\0
68802	u,Облава на налетчиков Элроки! (в процессе)\0
66300	u,Нет таких карт.\0
66311	u,<font color="ff453d">Карта Солнца: 1</font>\0
66312	u,<font color="ff453d">Карта Солнца: 2</font>\0
66313	u,<font color="ff453d">Карта Солнца: 3</font>\0
66314	u,<font color="ff453d">Карта Солнца: 4</font>\0
66315	u,<font color="ff453d">Карта Солнца: 5</font>\0
66321	u,<font color="fff802">Карта Луны: 1</font>\0
66322	u,<font color="fff802">Карта Луны: 2</font>\0
66323	u,<font color="fff802">Карта Луны: 3</font>\0
66324	u,<font color="fff802">Карта Луны: 4</font>\0
66325	u,<font color="fff802">Карта Луны: 5</font>\0
35051	u,$s1 получает Синий Кристалл Души - Уровень $s2.\0
35052	u,$s1 получает Красный Кристалл Души - Уровень $s2.\0
35053	u,$s1 получает Зеленый Кристалл Души - Уровень $s2.\0
35054	u,$s1 получает Синий Проклятый Кристалл Души - Уровень $s2.\0
35055	u,$s1 получает Красный Проклятый Кристалл Души - Уровень $s2.\0
35056	u,$s1 получает Зеленый Проклятый Кристалл Души - Уровень $s2.\0
12701	u,Камаэль: Окно в Будущее\0
12702	u,Камаэль: Окно в Будущее (в процессе)\0
12703	u,Камаэль: Окно в Будущее (завершено)\0
1600001	u,Положительным эффектом наделен другой игрок. Повторите попытку.\0
1600002	u,Вы не можете ездить верхом, будучи превращенным.\0
1600003	u,Вы не можете оседлать Виверну в боевом режиме или на ездовом драконе.\0
1600004	u,Ненавижу!\0
1600005	u,Увидимся\0
1600006	u,Отличный выбор.\0
1600007	u,Расслабляющее ощущение в животе.\0
1600008	u,Вы видели, как взорвалась эта хлопушка?\0
1600009	u,Ничего.\0
1600010	u,Я говорю правду.\0
1600011	u,Вы не можете оседлать Виверну в боевом режиме или на ездовом драконе.\0
1600012	u,Вернуться назад в деревню, из которой Вы телепортировались, можно бесплатно.\0
1600013	u,Вы собрали 50 разных фрагментов Мешка Сокровищ и можете обменять их на Мешок Сокровищ.\0
1600014	u,Чтобы найти сундук, нужно превратиться в Кубик.\0
1600015	u,Превращение в Кубик длится недолго, используйте это заклинание в нужный момент.\0
1600016	u,Остров Грез - мирная зона.\0
1600017	u,Поручение на Остров Грез\0
1600018	u,Заклинание Превращения в Кубик можно купить раз в 12 часов.\0
1600019	u,Вы прибыли сюда другим путем. Я пошлю Вас в Городок Руна, он ближе всех отсюда.\0
1600020	u,Вздрогнул\0
1600021	u,Бум\0
1600022	u,Ты пожалеешь об этом!\0
1600023	u,Хм… Хотите попытать счастья?\0
1600024	u,Вам не нужно оружие S80?\0
6201	u,Путь Солдата\0
6202	u,Путь Солдата (в процессе)\0
6203	u,Путь Солдата (завершено)\0
6301	u,Путь Надзирателя\0
6302	u,Путь Надзирателя (в процессе)\0
6303	u,Путь Надзирателя (завершено)\0
6401	u,Путь Берсерка\0
6402	u,Путь Берсерка (в процессе)\0
6403	u,Путь Берсерка (завершено)\0
6501	u,Путь Палача\0
6502	u,Путь Палача (в процессе)\0
6503	u,Путь Палача (завершено)\0
6601	u,Путь Арбалетчика\0
6602	u,Путь Арбалетчика (в процессе)\0
6603	u,Путь Арбалетчика (завершено)\0
6701	u,Сага Карателя\0
6702	u,Сага Карателя (в процессе)\0
6703	u,Сага Карателя (завершено)\0
6801	u,Сага Инквизитора\0
6802	u,Сага Инквизитора (в процессе)\0
6803	u,Сага Инквизитора (завершено)\0
6901	u,Сага Диверсанта\0
6902	u,Сага Диверсанта (в процессе)\0
6903	u,Сага Диверсанта (завершено)\0
13101	u,Птица в клетке\0
13102	u,Птица в клетке (в процессе)\0
13103	u,Птица в клетке (завершено)\0
13201	u,Любопытство Мэтреса\0
13202	u,Любопытство Мэтреса (в процессе)\0
13203	u,Любопытство Мэтреса (завершено)\0
13301	u,Это чертовски горячо!\0
13302	u,Это чертовски горячо! (в процессе)\0
13303	u,Это чертовски горячо! (завершено)\0
13601	u,Больше, чем кажется\0
13602	u,Больше, чем кажется (в процессе)\0
13603	u,Больше, чем кажется (завершено)\0
17201	u,Новые горизонты\0
17202	u,Новые горизонты (в процессе)\0
17203	u,Новые горизонты (завершено)\0
17301	u,Остров Душ\0
17302	u,Остров Душ (в процессе)\0
17303	u,Остров Душ (завершено)\0
17401	u,Проверка снабжения\0
17402	u,Проверка снабжения (в процессе)\0
17403	u,Проверка снабжения (завершено)\0
17501	u,Путь воина\0
17502	u,Путь воина (в процессе)\0
17503	u,Путь воина (завершено)\0
17801	u,Единство времен\0
17802	u,Единство времен (в процессе)\0
17803	u,Единство времен (завершено)\0
17901	u,Большая пещера\0
17902	u,Большая пещера (в процессе)\0
17903	u,Большая пещера (завершено)\0
18201	u,Новобранцы\0
18202	u,Новобранцы (в процессе)\0
18203	u,Новобранцы (завершено)\0
23601	u,Семена Хаоса\0
23602	u,Семена Хаоса (в процессе)\0
23603	u,Семена Хаоса (завершено)\0
28001	u,Пищевая цепочка\0
28002	u,Пищевая цепочка (в процессе)\0
28101	u,Золотые Холмы\0
28102	u,Золотые Холмы (в процессе)\0
28301	u,Избранные, гордые, смелые\0
28302	u,Избранные, гордые, смелые (в процессе)\0
28401	u,Перья Муэрто\0
28402	u,Перья Муэрто (в процессе)\0
28601	u,Сказочные перья\0
28602	u,Сказочные перья (в процессе)\0
51101	u,Опасность в подземелье\0
51102	u,Опасность в подземелье (в процессе)\0
51201	u,Спрятанный Клинок\0
51202	u,Спрятанный Клинок (в процессе)\0
6551	u,Проклятье! Это была моя ошибка!\0
6552	u,$s1! Отойди от проклятой коробки! Я сам ее возьму\0
6553	u,$s1! Я скоро вернусь. Оставайся здесь и не смей уходить!\0
6554	u,Гррр, я был прав...\0
6555	u,Кто Вы? Зачем Вы остановили меня?!\0
6556	u,Слишком поздно!\0
6557	u,Удачи!\0
17951	u,Скрытый создатель...\0
17952	u,Заговор Древней Расы\0
17953	u,Хаос и Время...\0
6851	u,$s1! Твое время вышло. Готовься к ужасной смерти\0
6852	u,Тебе просто повезло. Когда мы встретимся снова, ты умрешь - НАВСЕГДА!\0
6853	u,Мы еще встретимся.\0
6854	u,$s1! Кто ты? И зачем ты досаждаешь моим слугам?\0
6855	u,Сила против силы!\0
6856	u,Зачем ты суешь нос не в свои дела?\0
6857	u,Сегодня победа за тобой, но мы еще встретимся!\0
6858	u,Они устали преследовать меня?\0
6859	u,$s1! Помоги мне!\0
6860	u,Это все, что ты можешь, $s1?\0
6861	u,$s1! Очнись, глупец! Не дай ему уйти!\0
6862	u,Путь свободен, но будь осторожен!\0
6863	u,Мне нужно идти. Увидимся!\0
6864	u,Может быть, мы еще встретимся.\0
6865	u,Проклятие богохульникам!\0
6866	u,Эйнхасад зовет меня! Тебе повезло, я позже с тобой разделаюсь!\0
6867	u,Боги дали мне силу, с помощью которой я убью тебя, $s1!\0
6868	u,$s1! Я тебя не забуду!\0
6950	u,$s1! Как ты смеешь вмешиваться! Ты заплатишь за это!\0
6951	u,Белеф зовет меня! Тебе повезло, ничтожество!\0
6952	u,Мне нужно уйти, но я никогда не уступлю!\0
6953	u,$s1! Кто ты? Зачем ты тревожишь моих слуг?\0
6954	u,Трепещи перед моей невообразимой силой!\0
6955	u,Ты не мог найти занятия лучше?\0
6956	u,Я ухожу, но когда-нибудь твоя голова станет моей. Да-да, так и будет!\0
6957	u,Мои дети сильнее!\0
6958	u,$s1! Давай их всех убьем!\0
6959	u,$s1! Дети мои, идите ко мне...\0
6960	u,$s1! Проверим твою силу. Разделайте их, как цыплят!\0
6961	u,Спасибо, дети мои… Когда-нибудь мы встретимся снова.\0
6962	u,Дети мои… Ищите врагов моих.\0
6963	u,Дети мои, я благословляю вас...\0
6964	u,Твои старания бесполезны!\0
6965	u,Мое время в материальном мире закончилось. Тебе повезло...\0
6966	u,$s1! Бесполезно! Убирайся!\0
6967	u,$s1! Ты олицетворяешь опасность...\0
6750	u,$s1! Ты ищешь запретных знаний, а я не позволю тебе их найти!\0
6751	u,И это все, что мне дозволено?\0
6752	u,Тебе удалось победить меня, но рок близится...\0
6753	u,$s1! Кто ты? Зачем ты тревожишь моих слуг?\0
6754	u,Гора мышц!!!\0
6755	u,Зачем ты суешь нос не в свои дела?\0
6756	u,Прощай и будь осторожен!\0
6757	u,Камаэль! Рад тебя видеть. Мне нужно кое о чем спросить...\0
6758	u,$s1! Убить!\0
6759	u,$s1! Что вы делаете? Убить!\0
6760	u,$s1! И это все, что ты можешь? Мои животные на ферме сильнее!\0
6761	u,Спасибо! Я должен идти охотиться на своих врагов.\0
6762	u,Ты упрямец... Я должен идти за ним...\0
6763	u,Ищи просветление в Скрижали.\0
6764	u,Наглец! Вы все обречены!\0
6765	u,Мое время в вашем мире истекло. Тебе повезло.\0
6766	u,$s1! Как ты смеешь!\0
6767	u,$s1! Ха! Твои бог оставил тебя!\0
20901	u,Обучение Камаэля\0
6451	u,$s1, ты здесь, чтобы помочь мне?\0
23651	u,$s1! Наконец мы встретились!\0
23652	u,Хм, куда ушел мой друг?\0
23653	u,Удачи в следующих попытках.\0
23661	u,$s1! Чего ты ждешь?\0
23662	u,Хм, куда ушел мой друг?\0
23663	u,Удачи в следующих попытках.\0
23671	u,У тебя есть то, что мне нужно, $s1?\0
23672	u,Хм, куда ушел мой друг?\0
23673	u,Удачи в следующих попытках.\0
23681	u,Хм? Что-то приближается?\0
23682	u,Мы атакованы!\0
23683	u,В таком случае желаю удачи!\0
23685	u,$s1, все было найдено?\0
23686	u,Мы атакованы!\0
23687	u,Спасите путешественников!!\0
13501	u,Палач Храма\0
13502	u,Палач Храма (в процессе)\0
13503	u,Палач Храма\0
13401	u,Проповедник Храма\0
13402	u,Проповедник Храма (в процессе)\0
13403	u,Проповедник Храма (завершено)\0
13701	u,Воитель Храма - 1\0
13702	u,Воитель Храма - 1 (в процессе)\0
13703	u,Воитель Храма - 1 (завершено)\0
13801	u,Воитель Храма - 2\0
13802	u,Воитель Храма - 2 (в процессе)\0
13803	u,Воитель Храма - 2 (завершено)\0
13901	u,Сумрачный Лис - 1\0
13902	u,Сумрачный Лис - 1 (в процессе)\0
13903	u,Сумрачный Лис - 1 (завершено)\0
14001	u,Сумрачный Лис - 2\0
14002	u,Сумрачный Лис - 2 (в процессе)\0
14003	u,Сумрачный Лис - 2 (завершено)\0
14101	u,Сумрачный Лис - 3\0
14102	u,Сумрачный Лис - 3 (в процессе)\0
14103	u,Сумрачный Лис - 3 (завершено)\0
14201	u,Падший Ангел – Поручение Рассвета\0
14202	u,Падший Ангел – Поручение Рассвета (в процессе)\0
14203	u,Падший Ангел – Поручение Рассвета (завершено)\0
14204	u,Падший Ангел - Выбор\0
14301	u,Падший Ангел – Поручение Заката\0
14302	u,Падший Ангел – Поручение Заката (в процессе)\0
14303	u,Падший Ангел – Поручение Заката (завершено)\0
18301	u,Исследование реликвий\0
18302	u,Исследование реликвий (в процессе)\0
18303	u,Исследование реликвий (завершено)\0
18401	u,Сотрудничество с Николя - договор\0
18402	u,Сотрудничество с Николя – договор (в процессе)\0
18403	u,Сотрудничество с Николя – договор (завершено)\0
18404	u,Сотрудничество с Николя\0
18501	u,Сотрудничество с Николя – обсуждение\0
18502	u,Сотрудничество с Николя – обсуждение (в процессе)\0
18503	u,Сотрудничество с Николя – обсуждение (завершено)\0
18601	u,Выполнение условий договора\0
18602	u,Выполнение условий договора (в процессе)\0
18603	u,Выполнение условий договора (завершено)\0
18701	u,Сердце Николя\0
18702	u,Сердце Николя (в процессе)\0
18703	u,Сердце Николя (завершено)\0
18801	u,Снятие Печати\0
18802	u,Снятие Печати (в процессе)\0
18803	u,Снятие Печати (завершено)\0
18901	u,Завершение договора\0
18902	u,Завершение договора (в процессе)\0
18903	u,Завершение договора (завершено)\0
19001	u,Утерянная мечта\0
19002	u,Утерянная мечта (в процессе)\0
19003	u,Утерянная мечта (завершено)\0
19101	u,Ошибочный вывод\0
19102	u,Ошибочный вывод (в процессе)\0
19103	u,Ошибочный вывод (завершено)\0
69001	u,Просьба Джуда\0
69002	u,Просьба Джуда (в процессе)\0
69101	u,Подозрительная просьба Мэтреса\0
69102	u,Подозрительная просьба Мэтреса (в процессе)\0
6101	u,Сила Закона\0
6102	u,Сила Закона (в процессе)\0
6103	u,Сила Закона (завершено)\0
18451	u,Угроза вторжения. Самоуничтожение через 2 минуты.\0
18452	u,Самоуничтожение через 60 сек. Введите код для отмены.\0
18453	u,Самоуничтожение через 60 сек. Введите код для отмены.\0
18454	u,Самоуничтожение через 10 сек. Введите код для отмены.\0
18455	u,Записывающее устройство сломано.\0
18551	u,Угроза вторжения. Сигнализация самоликвидируется через 2 минуты.\0
18552	u,Самоуничтожение через 60 сек. Пожалуйста, эвакуируйтесь немедленно.\0
18553	u,Самоуничтожение через 30 сек. Пожалуйста, эвакуируйтесь немедленно.\0
18554	u,Самоуничтожение через 10 сек. Пожалуйста, эвакуируйтесь немедленно.\0
1811000	u,Воин\0
1811001	u,Воитель\0
1811002	u,Гладиатор\0
1811003	u,Копейщик\0
1811004	u,Рыцарь\0
1811005	u,Паладин\0
1811006	u,Мститель\0
1811007	u,Разбойник\0
1811008	u,Искатель Сокровищ\0
1811009	u,Стрелок\0
1811010	u,Мистик\0
1811011	u,Маг\0
1811012	u,Властитель Огня\0
1811013	u,Некромант\0
1811014	u,Колдун\0
1811015	u,Клерик\0
1811016	u,Епископ\0
1811017	u,Проповедник\0
1811018	u,Светлый Воин\0
1811019	u,Светлый Рыцарь\0
1811020	u,Рыцарь Евы\0
1811021	u,Менестрель\0
1811022	u,Разведчик\0
1811023	u,Следопыт\0
1811024	u,Серебряный Рейнджер\0
1811025	u,Светлый Мистик\0
1811026	u,Светлый Маг\0
1811027	u,Певец Заклинаний\0
1811028	u,Последователь Стихий\0
1811029	u,Оракул Евы\0
1811030	u,Мудрец Евы\0
1811031	u,Темный Воин\0
1811032	u,Темный Рыцарь\0
1811033	u,Рыцарь Шилен\0
1811034	u,Танцор Смерти\0
1811035	u,Ассасин\0
1811036	u,Странник Бездны\0
1811037	u,Призрачный Рейнджер\0
1811038	u,Темный Мистик\0
1811039	u,Темный Маг\0
1811040	u,Заклинатель Ветра\0
1811041	u,Последователь Тьмы\0
1811042	u,Оракул Шилен\0
1811043	u,Мудрец Шилен\0
1811044	u,Боец\0
1811045	u,Налетчик\0
1811046	u,Разрушитель\0
1811047	u,Монах\0
1811048	u,Отшельник\0
1811049	u,Адепт\0
1811050	u,Шаман\0
1811051	u,Верховный Шаман\0
1811052	u,Вестник Войны\0
1811053	u,Подмастерье\0
1811054	u,Собиратель\0
1811055	u,Охотник за Наградой\0
1811056	u,Ремесленник\0
1811057	u,Кузнец\0
1811088	u,Дуэлист\0
1811089	u,Полководец\0
1811090	u,Рыцарь Феникса\0
1811091	u,Рыцарь Ада\0
1811092	u,Снайпер\0
1811093	u,Авантюрист\0
1811094	u,Архимаг\0
1811095	u,Пожиратель Душ\0
1811096	u,Чернокнижник\0
1811097	u,Кардинал\0
1811098	u,Апостол\0
1811099	u,Храмовник Евы\0
1811100	u,Виртуоз\0
1811101	u,Странник Ветра\0
1811102	u,Страж Лунного Света\0
1811103	u,Магистр Магии\0
1811104	u,Мастер Стихий\0
1811105	u,Жрец Евы\0
1811106	u,Храмовник Шилен\0
1811107	u,Призрачный Танцор\0
1811108	u,Призрачный Охотник\0
1811109	u,Страж Теней\0
1811110	u,Повелитель Бури\0
1811111	u,Владыка Теней\0
1811112	u,Жрец Шилен\0
1811113	u,Титан\0
1811114	u,Аватар\0
1811115	u,Деспот\0
1811116	u,Глас Судьбы\0
1811117	u,Кладоискатель\0
1811118	u,Мастер\0
1811123	u,Грешник\0
1811124	u,Грешница\0
1811125	u,Солдат\0
1811126	u,Надзиратель\0
1811127	u,Берсерк\0
1811128	u,Палач\0
1811129	u,Палач\0
1811130	u,Арбалетчик\0
1811131	u,Каратель\0
1811132	u,Инквизитор\0
1811133	u,Инквизитор\0
1811134	u,Диверсант\0
1811135	u,Инспектор\0
1811136	u,Арбитр\0
6001	u,Награда за хорошую работу\0
6002	u,Награда за хорошую работу (в процессе)\0
6003	u,Награда за хорошую работу (завершено)\0
4101	u,Вызов авантюриста\0
4102	u,Вызов авантюриста (в процессе)\0
4103	u,Вызов авантюриста (завершено)\0
26801	u,Следы зла\0
26802	u,Следы зла (в процессе)\0
26901	u,Амбиции изобретателя\0
26902	u,Амбиции изобретателя (в процессе)\0
6051	u,$s1! Я убью тебя. Наказание за любопытство.\0
6052	u,Тебе повезло, но я еще вернусь.\0
6053	u,В тебе есть сила. Это было ошибкой.\0
6054	u,Кто ты, чтобы вмешиваться в битву?\0
4151	u,Задание выполнено.\\n Найдите Помощника Новичков.\0
4152	u,Вы получили Заряды Души. \\n Найдите Помощника Новичков.\0
4153	u,Вы получили Купон на Теневое Оружие. Поговорите с Помощником Новичков.\0
4154	u,Вы получили новое оружие. \\n Отправляйтесь к Помощнику Новичков.\0
4155	u,Последнее задание выполнено. \\n Отправляйтесь к Помощнику Новичков.\0
4001	u,Особый заказ\0
4002	u,Особый заказ (в процессе)\0
4003	u,Особый заказ (завершено)\0
13001	u,Путь на Остров Ада\0
13002	u,Путь на Остров Ада (в процессе)\0
13003	u,Путь на Остров Ада (завершено)\0
12801	u,Пайлака - Песня льда и огня\0
12802	u,Пайлака - Песня льда и огня (в процессе)\0
